ID,Prob1
0, 0.41438
1, 0.74294
2, 0.18689
3, 0.70463
4, 0.51775
5, 0.30490
6, 0.30092
7, 0.15063
8, 0.21655
9, 0.31258
10, 0.37452
11, 0.71114
12, 0.16572
13, 0.28097
14, 0.17823
15, 0.09966
16, 0.35149
17, 0.12426
18, 0.49030
19, 0.63427
20, 0.43059
21, 0.28322
22, 0.54811
23, 0.46502
24, 0.48778
25, 0.42730
26, 0.21086
27, 0.20434
28, 0.23350
29, 0.43058
30, 0.53830
31, 0.17192
32, 0.71589
33, 0.18153
34, 0.35405
35, 0.17450
36, 0.27577
37, 0.49741
38, 0.37114
39, 0.32991
40, 0.40204
41, 0.53460
42, 0.48785
43, 0.26495
44, 0.37721
45, 0.43738
46, 0.63904
47, 0.41540
48, 0.78151
49, 0.43837
50, 0.16841
51, 0.39466
52, 0.45017
53, 0.26514
54, 0.57526
55, 0.43166
56, 0.15701
57, 0.23429
58, 0.54789
59, 0.31692
60, 0.43235
61, 0.34558
62, 0.18779
63, 0.41158
64, 0.09706
65, 0.53748
66, 0.13637
67, 0.54109
68, 0.09143
69, 0.73959
70, 0.34155
71, 0.30649
72, 0.38626
73, 0.15383
74, 0.51037
75, 0.44807
76, 0.48979
77, 0.11316
78, 0.23127
79, 0.20956
80, 0.13739
81, 0.35585
82, 0.34331
83, 0.16208
84, 0.51738
85, 0.22703
86, 0.18275
87, 0.36528
88, 0.12352
89, 0.07737
90, 0.55989
91, 0.55865
92, 0.38974
93, 0.14189
94, 0.20443
95, 0.51062
96, 0.43878
97, 0.23504
98, 0.15442
99, 0.35045
100, 0.22429
101, 0.12771
102, 0.39543
103, 0.31846
104, 0.24130
105, 0.34814
106, 0.34841
107, 0.18535
108, 0.15180
109, 0.35329
110, 0.12734
111, 0.20741
112, 0.66260
113, 0.41848
114, 0.40818
115, 0.25626
116, 0.47710
117, 0.32038
118, 0.66122
119, 0.20313
120, 0.60752
121, 0.15802
122, 0.05569
123, 0.69460
124, 0.33078
125, 0.50343
126, 0.28690
127, 0.21429
128, 0.16282
129, 0.24896
130, 0.36073
131, 0.10773
132, 0.31363
133, 0.22830
134, 0.38875
135, 0.68151
136, 0.40454
137, 0.13111
138, 0.19207
139, 0.56947
140, 0.38694
141, 0.31135
142, 0.26735
143, 0.28908
144, 0.50943
145, 0.76351
146, 0.69917
147, 0.27117
148, 0.31152
149, 0.45619
150, 0.14255
151, 0.16514
152, 0.27535
153, 0.38276
154, 0.21941
155, 0.14028
156, 0.51170
157, 0.51087
158, 0.33055
159, 0.22939
160, 0.72618
161, 0.34241
162, 0.41446
163, 0.75869
164, 0.34350
165, 0.27094
166, 0.17194
167, 0.20430
168, 0.11594
169, 0.35205
170, 0.15758
171, 0.19401
172, 0.33948
173, 0.69990
174, 0.18457
175, 0.36346
176, 0.18334
177, 0.49172
178, 0.63890
179, 0.22649
180, 0.26538
181, 0.37182
182, 0.16039
183, 0.74702
184, 0.27958
185, 0.33283
186, 0.37801
187, 0.31583
188, 0.17659
189, 0.29829
190, 0.19108
191, 0.11864
192, 0.29710
193, 0.26988
194, 0.15935
195, 0.15515
196, 0.14870
197, 0.15369
198, 0.31202
199, 0.20385
200, 0.28107
201, 0.15378
202, 0.19771
203, 0.27447
204, 0.17613
205, 0.70770
206, 0.23280
207, 0.13771
208, 0.20052
209, 0.12217
210, 0.22155
211, 0.24899
212, 0.42320
213, 0.33449
214, 0.32051
215, 0.43144
216, 0.32601
217, 0.26973
218, 0.32059
219, 0.42264
220, 0.28646
221, 0.48926
222, 0.29149
223, 0.35795
224, 0.11381
225, 0.31553
226, 0.25726
227, 0.15367
228, 0.49092
229, 0.45576
230, 0.25863
231, 0.22601
232, 0.26570
233, 0.68802
234, 0.31118
235, 0.25668
236, 0.23700
237, 0.25299
238, 0.59158
239, 0.47919
240, 0.31178
241, 0.20640
242, 0.58287
243, 0.43069
244, 0.52297
245, 0.25340
246, 0.17569
247, 0.31506
248, 0.42068
249, 0.53967
250, 0.31070
251, 0.23383
252, 0.42149
253, 0.32094
254, 0.69510
255, 0.21499
256, 0.11373
257, 0.12688
258, 0.46989
259, 0.46534
260, 0.66903
261, 0.24010
262, 0.19018
263, 0.14322
264, 0.27051
265, 0.67114
266, 0.42550
267, 0.21408
268, 0.22727
269, 0.36248
270, 0.47261
271, 0.23832
272, 0.20746
273, 0.33947
274, 0.27721
275, 0.46130
276, 0.29456
277, 0.51155
278, 0.30403
279, 0.19823
280, 0.43068
281, 0.56882
282, 0.35800
283, 0.29741
284, 0.67125
285, 0.48873
286, 0.47028
287, 0.28156
288, 0.45617
289, 0.28443
290, 0.29533
291, 0.17038
292, 0.58911
293, 0.27874
294, 0.26852
295, 0.44425
296, 0.28363
297, 0.17704
298, 0.64431
299, 0.22664
300, 0.39937
301, 0.19029
302, 0.45500
303, 0.42990
304, 0.37052
305, 0.15744
306, 0.34446
307, 0.68523
308, 0.20559
309, 0.57419
310, 0.59740
311, 0.30517
312, 0.15282
313, 0.14658
314, 0.67792
315, 0.41797
316, 0.28429
317, 0.32135
318, 0.12798
319, 0.62940
320, 0.61982
321, 0.58800
322, 0.18999
323, 0.67917
324, 0.19413
325, 0.35220
326, 0.23268
327, 0.22635
328, 0.19990
329, 0.18841
330, 0.22069
331, 0.12618
332, 0.22594
333, 0.43833
334, 0.51746
335, 0.81119
336, 0.32796
337, 0.72764
338, 0.36593
339, 0.41033
340, 0.67862
341, 0.13115
342, 0.65995
343, 0.22981
344, 0.55994
345, 0.17188
346, 0.20546
347, 0.31051
348, 0.53807
349, 0.18281
350, 0.51306
351, 0.28197
352, 0.30821
353, 0.20746
354, 0.25778
355, 0.21663
356, 0.36431
357, 0.49413
358, 0.18556
359, 0.12185
360, 0.27655
361, 0.46438
362, 0.39983
363, 0.16370
364, 0.37416
365, 0.26227
366, 0.35117
367, 0.33291
368, 0.39173
369, 0.31262
370, 0.23974
371, 0.45907
372, 0.64011
373, 0.22342
374, 0.32412
375, 0.43858
376, 0.54702
377, 0.30707
378, 0.13869
379, 0.15522
380, 0.38603
381, 0.18978
382, 0.26216
383, 0.21086
384, 0.32889
385, 0.25011
386, 0.29477
387, 0.27054
388, 0.27270
389, 0.30892
390, 0.17489
391, 0.57559
392, 0.70482
393, 0.66349
394, 0.43046
395, 0.30829
396, 0.29290
397, 0.42658
398, 0.15253
399, 0.13013
400, 0.46541
401, 0.39856
402, 0.37413
403, 0.16656
404, 0.32637
405, 0.34210
406, 0.24089
407, 0.42738
408, 0.32646
409, 0.38304
410, 0.62275
411, 0.21856
412, 0.13094
413, 0.59154
414, 0.24840
415, 0.23323
416, 0.36979
417, 0.71165
418, 0.51732
419, 0.34924
420, 0.27083
421, 0.19206
422, 0.17889
423, 0.23665
424, 0.20553
425, 0.33016
426, 0.46504
427, 0.25431
428, 0.13421
429, 0.15177
430, 0.24792
431, 0.62846
432, 0.45100
433, 0.13710
434, 0.52098
435, 0.34100
436, 0.58355
437, 0.13475
438, 0.22158
439, 0.16388
440, 0.19239
441, 0.44349
442, 0.28655
443, 0.24913
444, 0.13378
445, 0.15581
446, 0.27584
447, 0.28587
448, 0.36159
449, 0.19040
450, 0.66021
451, 0.34547
452, 0.47638
453, 0.66456
454, 0.10593
455, 0.28961
456, 0.17472
457, 0.15847
458, 0.29310
459, 0.24257
460, 0.59638
461, 0.65379
462, 0.07773
463, 0.28883
464, 0.73621
465, 0.31044
466, 0.48143
467, 0.40824
468, 0.16117
469, 0.69852
470, 0.14602
471, 0.21091
472, 0.37019
473, 0.16354
474, 0.31485
475, 0.29863
476, 0.18010
477, 0.31657
478, 0.11900
479, 0.60647
480, 0.25956
481, 0.09777
482, 0.51775
