ID,Prob1
0, 0.40088
1, 0.79544
2, 0.19439
3, 0.74963
4, 0.51025
5, 0.30040
6, 0.29492
7, 0.13714
8, 0.22855
9, 0.29308
10, 0.37152
11, 0.72764
12, 0.16722
13, 0.26748
14, 0.17073
15, 0.11016
16, 0.34099
17, 0.12126
18, 0.51130
19, 0.64027
20, 0.43659
21, 0.27422
22, 0.57361
23, 0.45452
24, 0.49978
25, 0.43630
26, 0.15387
27, 0.21184
28, 0.23950
29, 0.42008
30, 0.54730
31, 0.17342
32, 0.73539
33, 0.19053
34, 0.35255
35, 0.18050
36, 0.28477
37, 0.48241
38, 0.36664
39, 0.33141
40, 0.41104
41, 0.55110
42, 0.45035
43, 0.23645
44, 0.36821
45, 0.43438
46, 0.62404
47, 0.39890
48, 0.81450
49, 0.45337
50, 0.13691
51, 0.40366
52, 0.44717
53, 0.25914
54, 0.59926
55, 0.43766
56, 0.16001
57, 0.24029
58, 0.52839
59, 0.29291
60, 0.41735
61, 0.32908
62, 0.19979
63, 0.42358
64, 0.10906
65, 0.53448
66, 0.14387
67, 0.55159
68, 0.09893
69, 0.77559
70, 0.35055
71, 0.29299
72, 0.36826
73, 0.14783
74, 0.51487
75, 0.43757
76, 0.47029
77, 0.11616
78, 0.23877
79, 0.21706
80, 0.14339
81, 0.33785
82, 0.36431
83, 0.15308
84, 0.54288
85, 0.22553
86, 0.18125
87, 0.37878
88, 0.12352
89, 0.09087
90, 0.57939
91, 0.55415
92, 0.37474
93, 0.15389
94, 0.18343
95, 0.51512
96, 0.44778
97, 0.23054
98, 0.14392
99, 0.35345
100, 0.22729
101, 0.12771
102, 0.38943
103, 0.30796
104, 0.23530
105, 0.36764
106, 0.33641
107, 0.17335
108, 0.14880
109, 0.34879
110, 0.13184
111, 0.19092
112, 0.69860
113, 0.42598
114, 0.40968
115, 0.24576
116, 0.47110
117, 0.30538
118, 0.67922
119, 0.20163
120, 0.62552
121, 0.14752
122, 0.09319
123, 0.73660
124, 0.32778
125, 0.52143
126, 0.28390
127, 0.19329
128, 0.16882
129, 0.25196
130, 0.37573
131, 0.11823
132, 0.31513
133, 0.21480
134, 0.37825
135, 0.69051
136, 0.39704
137, 0.13111
138, 0.20557
139, 0.57097
140, 0.37044
141, 0.30385
142, 0.27185
143, 0.26958
144, 0.51693
145, 0.78301
146, 0.71867
147, 0.27117
148, 0.30852
149, 0.49969
150, 0.14705
151, 0.15914
152, 0.27835
153, 0.36626
154, 0.22991
155, 0.13278
156, 0.51920
157, 0.49737
158, 0.31105
159, 0.22639
160, 0.74418
161, 0.33491
162, 0.42496
163, 0.79019
164, 0.33150
165, 0.26944
166, 0.17944
167, 0.20580
168, 0.12194
169, 0.35055
170, 0.16958
171, 0.20151
172, 0.34248
173, 0.69690
174, 0.19207
175, 0.36046
176, 0.13534
177, 0.49172
178, 0.61340
179, 0.22799
180, 0.26988
181, 0.37482
182, 0.16339
183, 0.78152
184, 0.26458
185, 0.32383
186, 0.37351
187, 0.31883
188, 0.18709
189, 0.29379
190, 0.18808
191, 0.11264
192, 0.28510
193, 0.27438
194, 0.16835
195, 0.16415
196, 0.13370
197, 0.15969
198, 0.29102
199, 0.20835
200, 0.26757
201, 0.16728
202, 0.18721
203, 0.25647
204, 0.15963
205, 0.74520
206, 0.23130
207, 0.12271
208, 0.20802
209, 0.11917
210, 0.20355
211, 0.25949
212, 0.43370
213, 0.32999
214, 0.33101
215, 0.43894
216, 0.32001
