ID, Prob1
0, 0.18074
1, 0.20630
2, 0.18074
3, 0.18074
4, 0.18074
5, 0.18074
6, 0.18074
7, 0.18074
8, 0.18074
9, 0.22689
10, 0.18074
11, 0.20410
12, 0.24696
13, 0.18074
14, 0.18074
15, 0.18074
16, 0.18074
17, 0.18074
18, 0.18074
19, 0.30037
20, 0.18074
21, 0.18074
22, 0.18074
23, 0.18074
24, 0.20410
25, 0.18074
26, 0.18074
27, 0.18074
28, 0.18074
29, 0.18074
30, 0.18074
31, 0.18074
32, 0.23799
33, 0.18074
34, 0.18074
35, 0.20410
36, 0.18074
37, 0.18074
38, 0.18074
39, 0.18074
40, 0.18074
41, 0.20411
42, 0.18074
43, 0.27911
44, 0.18074
45, 0.18074
46, 0.18074
47, 0.18074
48, 0.20946
49, 0.25849
50, 0.21109
51, 0.18074
52, 0.18074
53, 0.18074
54, 0.18074
55, 0.20410
56, 0.18074
57, 0.18074
58, 0.18074
59, 0.18074
60, 0.18074
61, 0.18074
62, 0.18074
63, 0.18074
64, 0.18074
65, 0.18074
66, 0.18074
67, 0.18074
68, 0.18074
69, 0.18074
70, 0.18074
71, 0.18074
72, 0.18074
73, 0.20410
74, 0.18074
75, 0.20410
76, 0.18074
77, 0.18074
78, 0.18074
79, 0.18074
80, 0.18074
81, 0.18074
82, 0.18074
83, 0.18074
84, 0.18074
85, 0.18074
86, 0.18074
87, 0.18074
88, 0.18074
89, 0.22903
90, 0.32492
91, 0.18074
92, 0.18074
93, 0.18074
94, 0.18074
95, 0.18074
96, 0.18074
97, 0.18074
98, 0.18074
99, 0.18074
100, 0.20410
101, 0.18074
102, 0.18074
103, 0.18074
104, 0.18074
105, 0.18074
106, 0.18074
107, 0.18074
108, 0.18074
109, 0.18074
110, 0.18074
111, 0.18074
112, 0.24610
113, 0.18074
114, 0.18074
115, 0.27911
116, 0.35850
117, 0.18074
118, 0.18074
119, 0.18074
120, 0.18074
121, 0.18074
122, 0.18074
123, 0.18074
124, 0.18499
125, 0.17450
126, 0.18074
127, 0.18074
128, 0.18074
129, 0.18074
130, 0.34524
131, 0.18074
132, 0.18074
133, 0.31282
134, 0.18074
135, 0.18074
136, 0.18074
137, 0.18074
138, 0.18074
139, 0.18074
140, 0.18074
141, 0.18074
142, 0.18074
143, 0.18074
144, 0.18074
145, 0.18074
146, 0.69092
147, 0.18074
148, 0.18074
149, 0.23799
150, 0.18074
151, 0.18074
152, 0.18074
153, 0.18074
154, 0.18074
155, 0.18074
156, 0.18074
157, 0.18074
158, 0.18074
159, 0.18074
160, 0.18074
161, 0.18074
162, 0.18074
163, 0.22890
164, 0.18074
