ID,Prob1
0, 0.37561
1, 0.52305
2, 0.19395
3, 0.53740
4, 0.43007
5, 0.27110
6, 0.31635
7, 0.21335
8, 0.20022
9, 0.32351
10, 0.35925
11, 0.54138
12, 0.20907
13, 0.27542
14, 0.21340
15, 0.14718
16, 0.34829
17, 0.18246
18, 0.41438
19, 0.53261
20, 0.31262
21, 0.26601
22, 0.43667
23, 0.37092
24, 0.40359
25, 0.38438
26, 0.31799
27, 0.20226
28, 0.21876
29, 0.33619
30, 0.46343
31, 0.19730
32, 0.54990
33, 0.18878
34, 0.28926
35, 0.19679
36, 0.23366
37, 0.39944
38, 0.30002
39, 0.27777
40, 0.29379
41, 0.45208
42, 0.43417
43, 0.34070
44, 0.31601
45, 0.32895
46, 0.47474
47, 0.35515
48, 0.60248
49, 0.43359
50, 0.25072
51, 0.29027
52, 0.39004
53, 0.25478
54, 0.45484
55, 0.32186
56, 0.18758
57, 0.21914
58, 0.42871
59, 0.33182
60, 0.37369
61, 0.31404
62, 0.18914
63, 0.36904
64, 0.14332
65, 0.41066
66, 0.17251
67, 0.43595
68, 0.14849
69, 0.57500
70, 0.26498
71, 0.29543
72, 0.35436
73, 0.20790
74, 0.45275
75, 0.38468
76, 0.38795
77, 0.16670
78, 0.21509
79, 0.20475
80, 0.17300
81, 0.33727
82, 0.34963
83, 0.20571
84, 0.42990
85, 0.23140
86, 0.20769
87, 0.27104
88, 0.17949
89, 0.13873
90, 0.50886
91, 0.42598
92, 0.34031
93, 0.16467
94, 0.24945
95, 0.43454
96, 0.36628
97, 0.23783
98, 0.20992
99, 0.27969
100, 0.22574
101, 0.17886
102, 0.31159
103, 0.28803
104, 0.24343
105, 0.36240
106, 0.30753
107, 0.22726
108, 0.18510
109, 0.29414
110, 0.17083
111, 0.25349
112, 0.52664
113, 0.35923
114, 0.34123
115, 0.28680
116, 0.48084
117, 0.29680
118, 0.46696
119, 0.21740
120, 0.46758
121, 0.21163
122, 0.07909
123, 0.51953
124, 0.28453
125, 0.46876
126, 0.30181
127, 0.25676
128, 0.18511
129, 0.23136
130, 0.33815
131, 0.15102
132, 0.26478
133, 0.28231
134, 0.33722
135, 0.50020
136, 0.32379
137, 0.18049
138, 0.18594
139, 0.43637
140, 0.33112
141, 0.32393
142, 0.23750
143, 0.29238
144, 0.34754
145, 0.56020
146, 0.70247
147, 0.24980
148, 0.27163
149, 0.38171
150, 0.17807
151, 0.20717
152, 0.24393
153, 0.33175
154, 0.25658
155, 0.19795
156, 0.41672
157, 0.39537
158, 0.30950
159, 0.23252
160, 0.56599
161, 0.29420
162, 0.32327
163, 0.53909
164, 0.30519
165, 0.26017
166, 0.18683
167, 0.21272
168, 0.16279
169, 0.28831
170, 0.17214
171, 0.19734
172, 0.26661
173, 0.54824
174, 0.19285
175, 0.29637
176, 0.26821
177, 0.35220
178, 0.53753
179, 0.22329
180, 0.23657
181, 0.41697
182, 0.18919
183, 0.57330
184, 0.27564
185, 0.29226
186, 0.30853
187, 0.26321
188, 0.18119
189, 0.31074
190, 0.21428
191, 0.18502
192, 0.29096
193, 0.23871
